,longitude,latitude,the_geom,SYSTEMSTOP,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,CITY,PUBLIC_NAM
1729,-87.64610589,41.92192576299999,POINT (-87.64610589 41.92192576299999),6730,WEBSTER,ORCHARD,WB,NS,37,,CHICAGO,Webster & Orchard
1730,-87.63051000000002,41.796246999999994,POINT (-87.63051000000002 41.796246999999994),6464,WENTWORTH,5400 SOUTH driveway,NB,NS,24,,CHICAGO,5400 S Wentworth
1731,-87.62401799999998,41.722042999999985,POINT (-87.62401799999998 41.722042999999985),14008,95TH STREET,RED LINE STATION,SB,TERM,108,,CHICAGO,95th Red Line Station
1732,-87.65411999899999,41.84343999999999,POINT (-87.65411999899999 41.84343999999999),4445,ARCHER,THROOP,NEB,NS,62,N62,CHICAGO,Archer & Throop
1733,-87.630263001,41.78710000000001,POINT (-87.630263001 41.78710000000001),6458,WENTWORTH,59TH STREET,NB,NS,24,,CHICAGO,Wentworth & 59th Street
1734,-87.66847721900001,41.75036322300002,POINT (-87.66847721900001 41.75036322300002),17351,79TH STREET,WOOD,WB,FS,79,N79,CHICAGO,79th Street & Wood
1735,-87.78665858900001,41.945723703,POINT (-87.78665858900001 41.945723703),17356,ADDISON,NARRAGANSETT,WB,FS,152,,CHICAGO,Addison & Narragansett
1736,-87.80731536899998,41.94532441299998,POINT (-87.80731536899998 41.94532441299998),17357,ADDISON,HARLEM,WB,FS,152,,CHICAGO,Addison & Harlem
1737,-87.74070499999999,41.88047499999999,POINT (-87.74070499999999 41.88047499999999),403,MADISON,KENTON (west leg),EB,NS,20,N20,CHICAGO,Madison & Kenton
1738,-87.61226292600003,41.692670464,POINT (-87.61226292600003 41.692670464),2893,111TH STREET,VERNON,EB,NS,"4,111A,115",,CHICAGO,111th Street & Vernon
1739,-87.54862703700002,41.72818418100002,POINT (-87.54862703700002 41.72818418100002),11953,92ND STREET,BALTIMORE,EB,NS,95,,CHICAGO,92nd Street & Baltimore
1740,-87.737227163,41.749111071000016,POINT (-87.737227163 41.749111071000016),2723,79TH STREET,KILPATRICK (east leg),EB,NS,79,,CHICAGO,79th Street & Kilpatrick
1741,-87.74397362600001,41.924143016000016,POINT (-87.74397362600001 41.924143016000016),1307,FULLERTON,KILPATRICK,EB,NS,74,,CHICAGO,Fullerton & Kilpatrick
1742,-87.72780787099998,41.877006596,POINT (-87.72780787099998 41.877006596),22,JACKSON,KARLOV,EB,FS,126,,CHICAGO,Jackson & Karlov
1743,-87.71978000000001,41.975526,POINT (-87.71978000000001 41.975526),4767,FOSTER,MONTICELLO,EB,NS,92,,CHICAGO,Foster & Monticello
1744,-87.671980647,42.001785039000026,POINT (-87.671980647 42.001785039000026),1790,CLARK,ALBION,SB,NS,22,N22,CHICAGO,Clark & Albion
1745,-87.63171899999998,41.90949699999999,POINT (-87.63171899999998 41.90949699999999),1847,CLARK,BURTON,SB,NS,"22,36",N22,CHICAGO,Clark & Burton
1746,-87.66044699999998,41.98393199999998,POINT (-87.66044699999998 41.98393199999998),11474,RIDGE,BROADWAY/BRYN MAWR,NWB,FS,84,,CHICAGO,Ridge & Broadway/Bryn Mawr
1747,-87.69257800100002,41.977712999999994,POINT (-87.69257800100002 41.977712999999994),1368,LINCOLN,BERWYN,SEB,NS,11,,CHICAGO,Lincoln & Berwyn
1748,-87.69972826999998,41.99764619000001,POINT (-87.69972826999998 41.99764619000001),11877,CALIFORNIA,DEVON,SB,NS,93,,CHICAGO,California & Devon
1749,-87.64227928499997,41.685192786000016,POINT (-87.64227928499997 41.685192786000016),3718,HALSTED,115TH STREET,SB,NS,"8A,108",,CHICAGO,Halsted & 115th Street
1750,-87.72720652100003,41.935264878,POINT (-87.72720652100003 41.935264878),14621,PULASKI,WELLINGTON,SB,FS,53,N53,CHICAGO,Pulaski & Wellington
1751,-87.70465073499997,41.82817003600002,POINT (-87.70465073499997 41.82817003600002),3068,KEDZIE,36TH STREET,SB,NS,52,,CHICAGO,Kedzie & 36th Street
1752,-87.70982611099998,41.83706576399999,POINT (-87.70982611099998 41.83706576399999),7451,31ST STREET,HOMAN,EB,NT,35,,CHICAGO,31st Street & Homan
1753,-87.73213994000002,41.754868026999986,POINT (-87.73213994000002 41.754868026999986),17290,76TH STREET,KOSTNER,EB,FS,67,,CHICAGO,76th Street & Kostner
1754,-87.724111016,41.75499549199998,POINT (-87.724111016 41.75499549199998),17291,76TH STREET,DALEY COLLEGE,EB,MB,67,,CHICAGO,76th Street & Daley College
1755,-87.63554025299999,41.886876022000024,POINT (-87.63554025299999 41.886876022000024),15009,WACKER (upper),ORLEANS/FRANKLIN,WB,FS,125,,CHICAGO,Wacker (Upper) & Orleans/Franklin
1756,-87.787849999,41.97192000000001,POINT (-87.787849999 41.97192000000001),9696,NAGLE,ARGYLE,NB,NS,86,,CHICAGO,Nagle & Argyle
1757,-87.676785,41.889636000999985,POINT (-87.676785 41.889636000999985),8916,DAMEN,HUBBARD,NB,NS,50,,CHICAGO,Damen & Hubbard
1758,-87.766099,41.92936100100002,POINT (-87.766099 41.92936100100002),11607,CENTRAL,SCHUBERT,NB,NS,85,,CHICAGO,Central & Schubert
1759,-87.74207026599998,41.776433532,POINT (-87.74207026599998 41.776433532),3377,CICERO,64TH STREET,NB,NS,"54B,165",,CHICAGO,Cicero & 64th Street
1760,-87.74301803600002,41.80936749199998,POINT (-87.74301803600002 41.80936749199998),10393,CICERO,46TH STREET,NB,NS,54B,,CHICAGO,Cicero & 46th Street
1761,-87.58633138099998,41.77876402800001,POINT (-87.58633138099998 41.77876402800001),5318,STONY ISLAND,64TH STREET,NB,MT,"6,15,28",,CHICAGO,Stony Island & 64th Street
1762,-87.72672262399999,41.92623003,POINT (-87.72672262399999 41.92623003),9118,PULASKI,ALTGELD,NB,NS,53,N53,CHICAGO,Pulaski & Altgeld
1763,-87.74199315499999,41.77469136100001,POINT (-87.74199315499999 41.77469136100001),10388,CICERO,65TH STREET,NB,NS,54B,,CHICAGO,Cicero & 65th Street
1764,-87.70190198,41.891803150999976,POINT (-87.70190198 41.891803150999976),4218,SACRAMENTO BLVD,OHIO,NB,NS,94,,CHICAGO,Sacramento & Ohio
1765,-87.80091499999997,41.78085600000003,POINT (-87.80091499999997 41.78085600000003),7704,HARLEM,61ST STREET,NB,NS,62H,,CHICAGO,Harlem & 61st Street
1766,-87.63856635100001,41.912757598999974,POINT (-87.63856635100001 41.912757598999974),6725,SEDGWICK,EUGENIE,NB,NS,37,,CHICAGO,Sedgwick & Eugenie
1767,-87.535164296,41.695362208999995,POINT (-87.535164296 41.695362208999995),7350,EWING,110TH STREET,NB,NS,30,,CHICAGO,Ewing & 110th Street
1768,-87.614471621,41.740209332000006,POINT (-87.614471621 41.740209332000006),2115,KING DRIVE,85TH STREET,NB,FS,3,,CHICAGO,King Drive & 85th Street
1769,-87.67749926900001,41.91587563799999,POINT (-87.67749926900001 41.91587563799999),8932,DAMEN,CORTLAND (south leg),NB,NS,50,,CHICAGO,Damen & Cortland
1770,-87.75331606600002,42.029772149999985,POINT (-87.75331606600002 42.029772149999985),3552,NILES CENTER,8200 NORTH,NB,MB,97,,SKOKIE,8200 N Niles Center
1771,-87.72801999900003,41.973522,POINT (-87.72801999900003 41.973522),9144,PULASKI,5061 NORTH,NB,MB,53,,CHICAGO,5061 N Pulaski
1772,-87.67322590100002,41.750095224000006,POINT (-87.67322590100002 41.750095224000006),15144,DAMEN,79TH STREET,SB,FS,48,,CHICAGO,Damen & 79th Street
1773,-87.771679613,41.94577283699999,POINT (-87.771679613 41.94577283699999),12493,ADDISON,MENARD,EB,NS,152,,CHICAGO,Addison & Menard
1774,-87.71415477300002,41.99020581000002,POINT (-87.71415477300002 41.99020581000002),11445,PETERSON,KIMBALL,EB,NS,84,,CHICAGO,Peterson & Kimball
1775,-87.67681399999998,41.890728000000024,POINT (-87.67681399999998 41.890728000000024),8917,DAMEN,GRAND,NB,NS,50,,CHICAGO,Damen & Grand
1776,-87.74490288800001,41.87301243899998,POINT (-87.74490288800001 41.87301243899998),10286,CICERO,HARRISON,NB,NS,54,,CHICAGO,Cicero & Harrison
1777,-87.62822999999997,41.900484000999995,POINT (-87.62822999999997 41.900484000999995),5390,STATE,OAK (south leg),NB,NT,36,,CHICAGO,State & Oak
1778,-87.68331274899998,41.77187349899998,POINT (-87.68331274899998 41.77187349899998),8319,WESTERN,MARQUETTE RD,NB,NS,"49,X49",N49,CHICAGO,Western & Marquette Rd
1779,-87.63837981699999,41.85079602100001,POINT (-87.63837981699999 41.85079602100001),5115,CANAL,23RD STREET/ARCHER,NB,NS,44,,CHICAGO,Canal & 23rd Street/Archer
1780,-87.668199963,41.98001617400001,POINT (-87.668199963 41.98001617400001),14791,CLARK,BALMORAL,NB,FS,22,N22,CHICAGO,Clark & Balmoral
1781,-87.63567555100002,41.70694370000001,POINT (-87.63567555100002 41.70694370000001),12161,103RD STREET,NORMAL,EB,NS,103,,CHICAGO,103rd Street & Normal
1782,-87.76028066499998,41.96779040400003,POINT (-87.76028066499998 41.96779040400003),3726,LAWRENCE,MILWAUKEE,EB,FS,81,N81,CHICAGO,Lawrence & Milwaukee
1783,-87.63169499899999,41.91377499999999,POINT (-87.63169499899999 41.91377499999999),1139,STOCKTON,LASALLE,NB,FS,"151,156",,CHICAGO,Stockton & LaSalle
1784,-87.71977399899998,41.84425500100002,POINT (-87.71977399899998 41.84425500100002),6310,26TH STREET,HAMLIN,EB,NS,60,N60,CHICAGO,26th Street & Hamlin
1785,-87.68823800000001,41.764561000000015,POINT (-87.68823800000001 41.764561000000015),10145,71ST STREET,ROCKWELL,EB,NS,"67,94",,CHICAGO,71st Street & Rockwell
1786,-87.660919391,42.00334157899999,POINT (-87.660919391 42.00334157899999),1025,SHERIDAN,NORTH SHORE,SB,FS,"147,155",0,CHICAGO,Sheridan & North Shore
1787,-87.60496371400001,41.736774672000024,POINT (-87.60496371400001 41.736774672000024),2590,COTTAGE GROVE,87TH STREET,SB,NS,4,,CHICAGO,Cottage Grove & 87th Street
1788,-87.65676753899999,41.86678899899999,POINT (-87.65676753899999 41.86678899899999),15403,RACINE,ROOSEVELT,SB,FS,60,N60,CHICAGO,Racine & Roosevelt
1789,-87.66297641699998,41.728540205,POINT (-87.66297641699998 41.728540205),6126,ASHLAND,91ST STREET,SB,NS,"9,X9",N9,CHICAGO,Ashland & 91st Street
1790,-87.71279827400002,41.946347160000016,POINT (-87.71279827400002 41.946347160000016),14826,KIMBALL,ADDISON,SB,FS,82,,CHICAGO,Kimball & Addison
1791,-87.62084300100003,41.88757700100001,POINT (-87.62084300100003 41.88757700100001),5515,COLUMBUS (mid),E. WACKER,SB,FS,124,,CHICAGO,Columbus (mid) & E. Wacker
1792,-87.64647360200001,41.855297758000006,POINT (-87.64647360200001 41.855297758000006),5921,HALSTED,CULLERTON,NB,NT,"8,N62",N62,CHICAGO,Halsted & Cullerton
1793,-87.70708721099999,41.83727123900002,POINT (-87.70708721099999 41.83727123900002),7425,31ST STREET,SPAULDING,WB,NS,35,,CHICAGO,31st Street & Spaulding
1794,-87.630253101,41.77669906,POINT (-87.630253101 41.77669906),6537,WELLS,65TH STREET/ROSS,SB,NS,24,,CHICAGO,Wells & 65th Street
1795,-87.70064598099998,41.866539752999984,POINT (-87.70064598099998 41.866539752999984),354,ROOSEVELT,SACRAMENTO,WB,NS,12,,CHICAGO,Roosevelt & Sacramento
1796,-87.65834886099998,41.99827385499998,POINT (-87.65834886099998 41.99827385499998),1201,SHERIDAN 6400N,WINTHROP,WB,NS,"136,147,151",,CHICAGO,Sheridan & Winthrop
1797,-87.73431318299998,41.851579877000006,POINT (-87.73431318299998 41.851579877000006),6888,CERMAK,KOSTNER,WB,NS,21,,CHICAGO,Cermak & Kostner
1798,-87.62185946199997,41.82384070500001,POINT (-87.62185946199997 41.82384070500001),7753,PERSHING,INDIANA,WB,FS,39,,CHICAGO,Pershing & Indiana
1799,-87.64375064699999,41.87792686400002,POINT (-87.64375064699999 41.87792686400002),65,JACKSON,DESPLAINES,EB,FS,126,,CHICAGO,Jackson & Desplaines
1800,-87.78646216300001,41.95281600200002,POINT (-87.78646216300001 41.95281600200002),11762,NARRAGANSETT,IRVING PARK,NB,NS,86,,CHICAGO,Narragansett & Irving Park
1801,-87.71199093899997,41.91718231300001,POINT (-87.71199093899997 41.91718231300001),14829,KIMBALL,ARMITAGE,SB,FS,82,,CHICAGO,Kimball & Armitage
1802,-87.709217685,42.00457457300001,POINT (-87.709217685 42.00457457300001),12033,KEDZIE,PRATT,NB,MB,11,,CHICAGO,Kedzie & Pratt
1803,-87.69027699899999,42.015981001,POINT (-87.69027699899999 42.015981001),1693,WESTERN,JARVIS(north leg),SB,NS,49B,,CHICAGO,Western & Jarvis
1804,-87.63084338700003,41.876644509000016,POINT (-87.63084338700003 41.876644509000016),1871,CLARK,VAN BUREN,SB,FS,"22,24,130",N22,CHICAGO,Clark & Van Buren
1805,-87.72493400600001,41.860904558000016,POINT (-87.72493400600001 41.860904558000016),15556,PULASKI,15TH STREET,NB,FS,53,,CHICAGO,Pulaski & 15th Street
1806,-87.673057443,42.005483175999984,POINT (-87.673057443 42.005483175999984),14436,CLARK,PRATT,NB,FS,22,N22,CHICAGO,Clark & Pratt
1807,-87.633808999,41.87947200000002,POINT (-87.633808999 41.87947200000002),4635,WELLS,ADAMS,SB,NS,37,,CHICAGO,Wells & Adams
1808,-87.58488474799998,41.72954961400001,POINT (-87.58488474799998 41.72954961400001),7104,STONY ISLAND,91ST STREET,NB,NS,28,,CHICAGO,Stony Island & 91st Street
1809,-87.70897654599997,42.01903434299999,POINT (-87.70897654599997 42.01903434299999),15533,HOWARD,KEDZIE,EB,NS,11,,SKOKIE,Howard & Kedzie
1810,-87.67127208,41.850353057999996,POINT (-87.67127208 41.850353057999996),16019,BLUE ISLAND,WOOD,SWB,FS,60,N60,CHICAGO,Blue Island & Wood
1811,-87.617036192,41.82260007999997,POINT (-87.617036192 41.82260007999997),2207,KING DRIVE,OAKWOOD BOULEVARD,SB,NT,3,,CHICAGO,King Drive & Oakwood Boulevard
1812,-87.676642389,41.875137471000016,POINT (-87.676642389 41.875137471000016),44,DAMEN,CONGRESS,SB,NS,"50,126",,CHICAGO,Damen & Congress
1813,-87.576221546,41.758627073000014,POINT (-87.576221546 41.758627073000014),5217,JEFFERY,75TH STREET,SB,FS,"J14,15",,CHICAGO,Jeffery & 75th Street
1814,-87.53997252200003,41.653704858000026,POINT (-87.53997252200003 41.653704858000026),7300,AVENUE O,133RD STREET,SB,NS,30,,CHICAGO,Avenue O & 133rd Street
1815,-87.68957679200003,41.82319200500001,POINT (-87.68957679200003 41.82319200500001),4491,ARCHER,PERSHING/ROCKWELL,SWB,NS,"39,62",N62,CHICAGO,Archer & Pershing/Rockwell
1816,-87.66310222499999,41.74293231500002,POINT (-87.66310222499999 41.74293231500002),6159,ASHLAND,83RD STREET,NB,NS,"9,X9",N9,CHICAGO,Ashland & 83rd Street
1817,-87.74725932899997,41.95699417100002,POINT (-87.74725932899997 41.95699417100002),10337,CICERO,BERTEAU (north leg),NB,NT,"54,54A",,CHICAGO,Cicero & Berteau
1818,-87.625316999,41.784040000000005,POINT (-87.625316999 41.784040000000005),2302,STATE,61ST STREET (north leg),NB,FS,29,,CHICAGO,State & 61st Street
1819,-87.66851485000001,41.976275380999994,POINT (-87.66851485000001 41.976275380999994),1806,CLARK,FOSTER,SB,NS,22,N22,CHICAGO,Clark & Foster
1820,-87.64434547899998,41.87444283799999,POINT (-87.64434547899998 41.87444283799999),13155,DESPLAINES,HARRISON,SB,TERM,"36,125",,CHICAGO,Desplaines & Harrison Terminal
1821,-87.64930500000003,41.94352900000001,POINT (-87.64930500000003 41.94352900000001),5968,HALSTED,ROSCOE,NB,NS,8,,CHICAGO,Halsted & Roscoe
1822,-87.62387241800002,41.728900795000015,POINT (-87.62387241800002 41.728900795000015),2271,STATE,91ST STREET,NB,NS,29,,CHICAGO,State & 91st Street
1823,-87.66018374700002,41.991049549000024,POINT (-87.66018374700002 41.991049549000024),5430,BROADWAY,ELMDALE,NB,FT,36,,CHICAGO,Broadway & Elmdale
1824,-87.722188759,41.93178365199998,POINT (-87.722188759 41.93178365199998),11000,DIVERSEY,HAMLIN,EB,NS,76,,CHICAGO,Diversey & Hamlin
1825,-87.62498427499997,41.823663108999995,POINT (-87.62498427499997 41.823663108999995),7729,PERSHING,WABASH,EB,NS,39,,CHICAGO,Pershing & Wabash
1826,-87.66480654499998,41.79748379,POINT (-87.66480654499998 41.79748379),15145,ASHLAND,53RD STREET,SB,FS,9,N9,CHICAGO,Ashland & 53rd Street
1827,-87.60822999999999,41.70032400000002,POINT (-87.60822999999999 41.70032400000002),2833,COTTAGE GROVE,107TH STREET,SB,NS,"4,115",,CHICAGO,Cottage Grove & 107th Street
1828,-87.64167815000002,41.666951143000006,POINT (-87.64167815000002 41.666951143000006),5988,HALSTED,125TH STREET,SB,MT,"8A,108",,CALUMET PARK,Halsted & 125th Street
1829,-87.77332274100002,41.971928314000024,POINT (-87.77332274100002 41.971928314000024),9802,HIGGINS,MENARD,NWB,NS,88,,CHICAGO,Higgins & Menard
1830,-87.807425293,41.957223618,POINT (-87.807425293 41.957223618),11772,HARLEM,4242 NORTH,SB,MB,90,,NORRIDGE,4242 N Harlem
1831,-87.72297300100001,41.78419100000002,POINT (-87.72297300100001 41.78419100000002),12855,PULASKI,60TH STREET,SB,NS,53A,,CHICAGO,Pulaski & 60th Street
1832,-87.676018,41.85589599999997,POINT (-87.676018 41.85589599999997),8885,DAMEN,19TH STREET,SB,NS,50,,CHICAGO,Damen & 19th Street
1833,-87.71734807799999,41.84611459500002,POINT (-87.71734807799999 41.84611459500002),11199,LAWNDALE,25TH STREET,SB,FS,82,,CHICAGO,Lawndale & 25th Street
1834,-87.626755,41.83650500099998,POINT (-87.626755 41.83650500099998),2396,STATE,3200 SOUTH,SB,MB,"29,31",,CHICAGO,State & 32nd Street
1835,-87.64523614299998,41.793698135,POINT (-87.64523614299998 41.793698135),5837,HALSTED,GARFIELD (south leg),SB,FS,8,,CHICAGO,Halsted & Garfield
1836,-87.60667500099999,41.811477000000025,POINT (-87.60667500099999 41.811477000000025),2548,COTTAGE GROVE,46TH STREET,SB,NS,4,N4,CHICAGO,Cottage Grove & 46th Street
1837,-87.58332808699998,41.75885849399998,POINT (-87.58332808699998 41.75885849399998),10865,75TH STREET,EAST END,WB,NS,75,,CHICAGO,75th Street & East End
1838,-87.58503058999997,41.73498449700003,POINT (-87.58503058999997 41.73498449700003),7107,STONY ISLAND,88TH STREET,NB,NS,28,,CHICAGO,Stony Island & 88th Street
1839,-87.58600724799999,41.75339123100002,POINT (-87.58600724799999 41.75339123100002),7193,STONY ISLAND,7800 SOUTH,SB,MB,28,,CHICAGO,Stony Island & 78th Street
1840,-87.74789095699998,42.016198582000015,POINT (-87.74789095699998 42.016198582000015),10465,SKOKIE BLVD,FARGO,SB,NS,54A,,SKOKIE,Skokie Blvd & Fargo
1841,-87.765784,41.90402499999999,POINT (-87.765784 41.90402499999999),11557,CENTRAL,POTOMAC,SB,NS,85,,CHICAGO,Central & Potomac
1842,-87.65210199900002,41.956988000000024,POINT (-87.65210199900002 41.956988000000024),5355,BROADWAY,BELLE PLAINE,SB,NS,36,,CHICAGO,Broadway & Belle Plaine
1843,-87.74508261300002,41.87413192499997,POINT (-87.74508261300002 41.87413192499997),10250,CICERO,CONGRESS,SB,NS,54,,CHICAGO,Cicero & Congress
1844,-87.708830422,42.01560865800002,POINT (-87.708830422 42.01560865800002),14750,KEDZIE,JARVIS,SB,NT,11,,SKOKIE,Kedzie & Jarvis
1845,-87.76721900000001,41.95780300000001,POINT (-87.76721900000001 41.95780300000001),11527,CENTRAL,HUTCHINSON,SB,NT,85,,CHICAGO,Central & Hutchinson
1846,-87.76184248700002,41.97007625399999,POINT (-87.76184248700002 41.97007625399999),17037,JEFFERSON PARK,BLUE LINE STATION/NORTH B,SWB,TERM,"85,85A,92,X98",,CHICAGO,Jefferson Park Transit Center North Drop Off
1847,-87.603314114,41.721827647,POINT (-87.603314114 41.721827647),2821,COTTAGE GROVE,95TH STREET,SB,FS,"4,115",,CHICAGO,Cottage Grove & 95th Street
1848,-87.66309013,41.732225846000006,POINT (-87.66309013 41.732225846000006),6124,ASHLAND,89TH STREET (north leg),SB,NS,9,N9,CHICAGO,Ashland & 89th Street
1849,-87.70055500799998,41.77907289199999,POINT (-87.70055500799998 41.77907289199999),3262,63RD STREET,ALBANY,WB,NS,63,N63,CHICAGO,63rd Street & Albany
1850,-87.63024202899999,41.692541059999996,POINT (-87.63024202899999 41.692541059999996),2913,111TH STREET,PRINCETON,WB,NS,111,,CHICAGO,111th Street & Princeton
1851,-87.757303229,41.87295350900001,POINT (-87.757303229 41.87295350900001),249,HARRISON,LOCKWOOD,WB,NS,7,,CHICAGO,Harrison & Lockwood
1852,-87.56561607399999,41.726278750000006,POINT (-87.56561607399999 41.726278750000006),12010,93RD STREET,YATES,WB,NS,"N5,95",N5,CHICAGO,93rd Street & Yates
1853,-87.572829592,41.726142134999975,POINT (-87.572829592 41.726142134999975),12014,93RD STREET,CLYDE,WB,NS,"N5,95",N5,CHICAGO,93rd Street & Clyde
1854,-87.700389858,41.946729043000005,POINT (-87.700389858 41.946729043000005),12575,ADDISON,FRANCISCO,WB,NS,152,,CHICAGO,Addison & Francisco
1855,-87.66751665999999,41.899532908000026,POINT (-87.66751665999999 41.899532908000026),14779,ASHLAND,AUGUSTA,SB,FS,9,N9,CHICAGO,Ashland & Augusta
1856,-87.5764355,41.769729814000016,POINT (-87.5764355 41.769729814000016),5211,JEFFERY,69TH STREET,SB,FS,"N5,15",N5,CHICAGO,Jeffery & 69th Street
1857,-87.68448710299998,41.80849164199998,POINT (-87.68448710299998 41.80849164199998),8275,WESTERN,47TH STREET,SB,NS,"49,X49",N49,CHICAGO,Western & 47th Street
1858,-87.67320299900001,41.75556499999999,POINT (-87.67320299900001 41.75556499999999),8714,DAMEN,76TH STREET,NB,NS,48,,CHICAGO,Damen & 76th Street
1859,-87.65981120100002,41.978298818999974,POINT (-87.65981120100002 41.978298818999974),14442,BROADWAY,BERWYN,NB,FS,36,,CHICAGO,Broadway & Berwyn
1860,-87.585107085,41.73675589599998,POINT (-87.585107085 41.73675589599998),7108,STONY ISLAND,87TH STREET,NB,NS,28,,CHICAGO,Stony Island & 87th Street
1861,-87.77535032600002,41.90394158599997,POINT (-87.77535032600002 41.90394158599997),9639,AUSTIN,BERKSHIRE/POTOMAC,NB,FS,91,,CHICAGO,Austin & Berkshire/Potomac
1862,-87.53514717899998,41.711905332000015,POINT (-87.53514717899998 41.711905332000015),7359,EWING,101ST STREET,NB,NS,"26,30",,CHICAGO,Ewing & 101st Street
1863,-87.701607319,41.717046074999985,POINT (-87.701607319 41.717046074999985),9980,KEDZIE,97TH STREET,NB,NT,52A,,EVERGREEN PARK,Kedzie & 97th Street
1864,-87.63846000000001,41.90917400000001,POINT (-87.63846000000001 41.90917400000001),6723,SEDGWICK,BLACKHAWK,NB,NT,37,,CHICAGO,Sedgwick & Blackhawk
1865,-87.64547334299999,41.810610181000015,POINT (-87.64547334299999 41.810610181000015),5087,HALSTED,46TH STREET,NB,NS,"8,44",,CHICAGO,Halsted & 46th Street
1866,-87.62381541799999,41.727128795,POINT (-87.62381541799999 41.727128795),2270,STATE,92ND STREET,NB,NS,29,,CHICAGO,State & 92nd Street
1867,-87.72550290599997,41.87875035500002,POINT (-87.72550290599997 41.87875035500002),9091,PULASKI,WILCOX,NB,NS,53,N53,CHICAGO,Pulaski & Wilcox
1868,-87.64333800100002,41.730658000000005,POINT (-87.64333800100002 41.730658000000005),3667,HALSTED,90TH STREET,NB,NS,8A,,CHICAGO,Halsted & 90th Street
1869,-87.75532299999998,41.885715000999994,POINT (-87.75532299999998 41.885715000999994),3841,LARAMIE,FULTON,SB,NS,57,,CHICAGO,Laramie & Fulton
1870,-87.62615058900002,41.80753905300003,POINT (-87.62615058900002 41.80753905300003),2413,STATE,48TH STREET,SB,NT,29,,CHICAGO,State & 48th Street
1871,-87.55159193499998,41.711903334,POINT (-87.55159193499998 41.711903334),7086,COMMERCIAL,101ST STREET,SB,NS,71,,CHICAGO,Commercial & 101st Street
1872,-87.71088899900002,41.879504999999995,POINT (-87.71088899900002 41.879504999999995),11235,HOMAN,MONROE,NB,NS,82,,CHICAGO,Homan & Monroe
1873,-87.64850844099999,41.94926227899998,POINT (-87.64850844099999 41.94926227899998),5360,BROADWAY,WAVELAND,SB,NS,36,,CHICAGO,Broadway & Waveland
1874,-87.78160199899997,41.78508000099998,POINT (-87.78160199899997 41.78508000099998),4671,NARRAGANSETT,59TH STREET,SB,NS,55N,,CHICAGO,Narragansett & 59th Street
1875,-87.65332322299997,41.895082065,POINT (-87.65332322299997 41.895082065),5527,MILWAUKEE,CARPENTER,NWB,NS,56,,CHICAGO,Milwaukee & Carpenter
1876,-87.62355113199999,41.87485809200001,POINT (-87.62355113199999 41.87485809200001),74,CONGRESS PLAZA,MICHIGAN,NEB,FS,"7,126,143,147",,CHICAGO,Congress Plaza & Michigan
1877,-87.69314000000003,41.77007400000002,POINT (-87.69314000000003 41.77007400000002),4294,CALIFORNIA,68TH STREET,SB,NT,94,,CHICAGO,California & 68th Street
1878,-87.72844667099997,41.97966087999998,POINT (-87.72844667099997 41.97966087999998),8979,PULASKI,5400 NORTH,SB,MB,53,,CHICAGO,5400 N Pulaski
1879,-87.61510647400002,41.754647775000024,POINT (-87.61510647400002 41.754647775000024),2246,KING DRIVE,77TH STREET,SB,FS,3,,CHICAGO,King Drive & 77th Street
1880,-87.806918,41.992106999999976,POINT (-87.806918 41.992106999999976),9856,HARLEM,HOOD,SB,NS,88,,CHICAGO,Harlem & Hood
1881,-87.64826228499999,41.846622427,POINT (-87.64826228499999 41.846622427),4470,ARCHER/HALSTED,ORANGE LINE STATION,SWB,TERM,44,,CHICAGO,Halsted Orange Line Station
1882,-87.75727889900003,41.964005187,POINT (-87.75727889900003 41.964005187),5588,MILWAUKEE,WILSON,NWB,NS,56,,CHICAGO,Milwaukee & Wilson
1883,-87.721186999,41.71327000000002,POINT (-87.721186999 41.71327000000002),4740,PULASKI,99TH STREET,SB,NS,53A,,OAK LAWN,Pulaski & 99th Street
1884,-87.62696999999997,41.84445299999999,POINT (-87.62696999999997 41.84445299999999),2391,STATE,27TH STREET,SB,NS,29,,CHICAGO,State & 27th Street
1885,-87.62599394400002,41.75287434400002,POINT (-87.62599394400002 41.75287434400002),2444,LAFAYETTE,78TH STREET,SB,NS,"29,75",,CHICAGO,Lafayette & 78th Street
1886,-87.66827064099999,41.85151505099998,POINT (-87.66827064099999 41.85151505099998),6382,BLUE ISLAND,PAULINA,SWB,NS,60,N60,CHICAGO,Blue Island & Paulina
1887,-87.70566139099998,41.86233623200002,POINT (-87.70566139099998 41.86233623200002),3050,KEDZIE,DOUGLAS (s.service drive),SB,FS,52,,CHICAGO,Kedzie & Douglas
1888,-87.59172048300002,41.77322081300002,POINT (-87.59172048300002 41.77322081300002),10194,67TH STREET,DORCHESTER (east leg),EB,NS,"N5,67",N5,CHICAGO,67th Street & Dorchester
1889,-87.60605600000002,41.78034800099999,POINT (-87.60605600000002 41.78034800099999),3442,63RD STREET,COTTAGE GROVE,EB,NS,63,N63,CHICAGO,63rd Street & Cottage Grove (Green Line)
1890,-87.72713898900003,41.931716472999994,POINT (-87.72713898900003 41.931716472999994),10998,DIVERSEY,PULASKI,EB,NS,76,,CHICAGO,Diversey & Pulaski
1891,-87.714608505,41.80792938500002,POINT (-87.714608505 41.80792938500002),8141,47TH STREET,ARCHER,EB,NS,47,,CHICAGO,47th Street & Archer
